InventoryID,ProductID,BatchNo,StockLevel,ReorderLevel,ManufacturingDate,ExpiryDate,PlantLocation,WarehouseType,UnitCost
I002172,P03049,B04459,311,122,2023-11-16,2026-10-18,Chennai,Secondary,0.3
I002173,P02408,B04264,808,167,2023-04-22,2025-09-22,Kolkata,Secondary,2.65
I002174,P09667,B02885,633,126,2023-07-10,2025-09-28,Bangalore,Secondary,4.66
I002175,P04984,B00169,676,99,2023-02-18,2025-09-10,Mumbai,Main,1.21
I002176,P08668,B00909,492,128,2023-03-24,2024-08-17,Delhi,Transit,3.33
I002177,P00952,B01724,494,131,2023-03-17,2024-08-25,Bangalore,Transit,9.91
I002178,P09104,B00399,503,136,2023-06-06,2024-10-08,Bangalore,Transit,7.86
I002179,P09801,B03158,188,131,2023-12-14,2026-04-08,Hyderabad,Secondary,3.55
I002180,P08495,B02332,13,100,2023-07-31,2025-08-27,Pune,Secondary,7.09
I002181,P07048,B03600,958,91,2023-08-05,2026-05-24,Delhi,Main,8.2
I002182,P04834,B04381,336,166,2023-02-04,2024-12-09,Ahmedabad,Main,9.61
I002183,P09970,B01600,837,156,2023-12-16,2026-09-16,Delhi,Main,7.1
I002184,P09682,B03580,78,127,2023-03-07,2024-05-22,Mumbai,Transit,3.88
I002185,P08649,B02953,445,154,2023-10-18,2026-02-22,Chennai,Main,6.06
I002186,P08184,B03240,86,198,2023-03-31,2025-04-05,Kolkata,Transit,6.07
I002187,P06959,B00518,143,80,2023-07-13,2025-06-15,Bangalore,Secondary,0.88
I002188,P05525,B04054,691,138,2023-12-20,2025-09-14,Chennai,Secondary,2.62
I002189,P03850,B04278,592,62,2023-10-15,2024-12-29,Pune,Main,8.89
I002190,P07643,B03834,339,174,2023-08-23,2026-05-24,Delhi,Main,1.99
I002191,P06738,B00625,139,65,2023-09-10,2025-01-19,Chennai,Transit,2.69
I002192,P07012,B03017,25,138,2023-06-19,2024-07-24,Kolkata,Transit,4.13
I002193,P06564,B00578,258,54,2023-07-09,2024-08-21,Mumbai,Main,5.52
I002194,P04549,B02282,108,89,2023-06-17,2025-07-22,Bangalore,Main,9.55
I002195,P04846,B02711,922,112,2023-04-14,2025-06-05,Bangalore,Secondary,0.48
I002196,P08350,B04764,278,165,2023-10-26,2024-12-18,Mumbai,Transit,6.7
I002197,P09968,B02348,330,154,2023-05-17,2024-06-04,Delhi,Transit,0.79
I002198,P00708,B04364,957,144,2023-06-20,2025-08-07,Kolkata,Transit,6.31
I002199,P09187,B01919,665,68,2023-06-07,2025-09-22,Pune,Transit,8.15
I002200,P08214,B04847,18,54,2023-05-23,2025-07-21,Hyderabad,Main,1.24
I002201,P01187,B02537,422,175,2023-08-29,2025-09-09,Delhi,Transit,4.02
I002202,P08893,B00569,748,53,2023-10-05,2024-10-31,Pune,Transit,1.41
I002203,P02195,B00482,390,179,2023-09-06,2025-12-24,Bangalore,Secondary,3.01
I002204,P08594,B04674,399,144,2023-01-20,2025-06-17,Kolkata,Transit,5.44
I002205,P00035,B00053,992,85,2023-11-18,2026-03-26,Mumbai,Main,8.75
I002206,P02897,B04235,306,145,2023-02-12,2025-04-05,Mumbai,Main,3.79
I002207,P01968,B03950,703,137,2023-05-28,2025-08-12,Delhi,Secondary,1.87
I002208,P08654,B02423,247,185,2023-01-30,2025-04-22,Delhi,Secondary,7.71
I002209,P03024,B03949,972,141,2023-09-11,2026-08-16,Mumbai,Secondary,5.97
I002210,P04686,B03141,246,86,2023-11-26,2025-10-08,Chennai,Transit,8.51
I002211,P05541,B00567,97,92,2023-12-31,2025-08-05,Bangalore,Transit,7.55
I002212,P09722,B00287,576,96,2023-02-12,2024-09-18,Pune,Main,3.51
I002213,P06113,B01051,830,82,2023-08-19,2025-05-07,Ahmedabad,Transit,6.68
I002214,P09055,B04764,719,61,2023-10-16,2026-09-04,Bangalore,Main,7.06
I002215,P04575,B00550,257,71,2023-10-22,2025-08-13,Delhi,Transit,5.28
I002216,P04727,B02071,363,116,2023-04-10,2024-10-09,Bangalore,Secondary,8.7
I002217,P08887,B01207,788,119,2023-09-19,2026-05-26,Delhi,Secondary,2.05
I002218,P09787,B00947,416,127,2023-10-28,2026-06-10,Kolkata,Secondary,7.83
I002219,P04911,B03912,545,163,2023-04-18,2024-10-06,Kolkata,Transit,4.4
I002220,P08920,B03108,925,52,2023-05-01,2025-09-29,Mumbai,Transit,7.54
I002221,P09094,B03271,517,100,2023-06-26,2024-09-30,Chennai,Transit,7.08
I002222,P08725,B03698,981,128,2023-08-02,2025-04-22,Mumbai,Main,2.73
I002223,P05322,B02748,316,166,2023-05-06,2024-05-09,Pune,Transit,8.93
I002224,P03584,B01240,452,63,2023-02-26,2025-12-07,Hyderabad,Secondary,3.84
I002225,P09068,B02160,627,166,2023-02-04,2025-07-30,Mumbai,Transit,5.03
I002226,P09178,B03629,446,108,2023-10-30,2025-02-07,Ahmedabad,Transit,1.02
I002227,P02062,B04861,468,85,2023-10-22,2026-04-30,Chennai,Secondary,4.36
I002228,P07126,B00384,727,115,2023-01-03,2024-05-06,Ahmedabad,Main,8.24
I002229,P03124,B03586,569,174,2023-02-16,2024-08-04,Kolkata,Secondary,4.75
I002230,P05517,B00662,665,70,2023-03-22,2024-05-28,Pune,Secondary,6.67
I002231,P08647,B00318,622,73,2023-02-18,2025-07-03,Pune,Main,9.93
I002232,P04661,B04669,967,69,2023-02-15,2024-06-16,Kolkata,Main,4.91
I002233,P00934,B03269,827,153,2023-04-15,2026-03-18,Chennai,Secondary,9.01
I002234,P02049,B01842,846,157,2023-10-28,2026-10-05,Ahmedabad,Main,6.42
I002235,P06260,B02296,953,110,2023-05-06,2026-02-15,Delhi,Secondary,6.92
I002236,P05356,B01941,84,168,2023-04-07,2025-08-11,Kolkata,Secondary,7.24
I002237,P06493,B04942,338,163,2023-09-15,2026-01-31,Hyderabad,Transit,7.76
I002238,P01853,B01258,34,122,2023-06-21,2024-11-23,Mumbai,Transit,3.4
I002239,P08087,B01448,126,124,2023-04-01,2024-10-17,Bangalore,Transit,1.2
I002240,P05910,B02808,596,103,2023-10-28,2025-10-01,Kolkata,Main,4.93
I002241,P05511,B01226,295,111,2023-05-09,2026-01-12,Mumbai,Transit,6.67
I002242,P00130,B04161,133,181,2023-08-03,2025-09-09,Pune,Transit,4.19
I002243,P06385,B01942,420,179,2023-04-22,2025-11-14,Mumbai,Transit,1.35
I002244,P00138,B01157,179,151,2023-10-11,2025-08-02,Mumbai,Main,3.93
I002245,P03153,B04002,533,71,2023-01-25,2025-08-07,Pune,Secondary,6.22
I002246,P07440,B00136,775,143,2023-11-01,2026-09-14,Hyderabad,Secondary,9.74
I002247,P06974,B03846,963,182,2023-08-06,2024-09-01,Chennai,Transit,9.65
I002248,P01724,B00123,822,68,2023-03-19,2024-08-20,Bangalore,Main,3.0
I002249,P01418,B00371,545,71,2023-07-13,2025-10-28,Delhi,Transit,9.95
I002250,P05156,B01405,339,152,2023-06-18,2024-07-30,Mumbai,Transit,2.47
I002251,P07969,B04224,344,158,2023-12-09,2026-01-16,Bangalore,Secondary,5.74
I002252,P01379,B04627,47,187,2023-12-26,2025-10-25,Kolkata,Transit,8.05
I002253,P04529,B04320,472,153,2023-08-15,2025-01-27,Bangalore,Secondary,7.49
I002254,P06417,B03231,317,135,2023-01-16,2024-08-07,Pune,Transit,5.64
I002255,P04918,B00708,885,51,2023-07-22,2025-07-05,Ahmedabad,Transit,9.77
I002256,P05586,B04119,591,105,2023-12-11,2025-03-11,Kolkata,Transit,8.63
I002257,P04972,B04053,747,157,2023-01-04,2025-03-07,Chennai,Transit,4.56
I002258,P02964,B02313,834,194,2023-08-07,2026-04-12,Hyderabad,Transit,6.31
I002259,P07636,B02047,686,71,2023-11-18,2025-11-02,Pune,Transit,0.65
I002260,P05204,B03026,852,189,2023-02-01,2024-05-18,Ahmedabad,Main,4.56
I002261,P05621,B00205,363,141,2023-12-08,2025-08-03,Bangalore,Main,7.25
I002262,P01886,B04874,501,93,2023-06-02,2025-08-27,Pune,Secondary,2.78
I002263,P00704,B00614,539,173,2023-02-11,2025-08-08,Kolkata,Secondary,3.64
I002264,P01983,B02812,953,142,2023-03-20,2025-05-01,Kolkata,Transit,9.69
I002265,P00687,B04960,592,70,2023-02-13,2026-01-25,Hyderabad,Secondary,4.56
I002266,P08209,B04614,152,141,2023-06-23,2024-08-19,Ahmedabad,Secondary,1.46
I002267,P05191,B03452,654,111,2023-11-17,2025-05-24,Delhi,Transit,4.27
I002268,P08421,B01886,631,90,2023-07-06,2025-10-08,Bangalore,Main,2.18
I002269,P01842,B03352,605,143,2023-11-08,2026-04-14,Mumbai,Transit,6.28
I002270,P07475,B01288,181,71,2023-11-22,2025-10-21,Pune,Secondary,8.05
I002271,P04914,B04998,630,89,2023-09-24,2026-08-29,Pune,Secondary,2.71
I002272,P06162,B02679,810,66,2023-04-24,2025-06-10,Pune,Secondary,8.5
I002273,P06271,B03729,662,152,2023-11-14,2026-09-06,Mumbai,Main,6.28
I002274,P00406,B04264,725,177,2023-05-22,2025-12-02,Mumbai,Secondary,9.46
I002275,P04801,B01267,747,195,2023-04-25,2025-02-28,Chennai,Secondary,5.98
I002276,P00703,B03145,306,121,2023-09-11,2025-06-11,Mumbai,Secondary,2.06
I002277,P00112,B03614,963,87,2023-06-26,2026-03-08,Pune,Transit,1.17
I002278,P04464,B01597,774,129,2023-08-12,2025-06-19,Hyderabad,Secondary,1.11
I002279,P02396,B00985,766,186,2023-10-07,2026-05-28,Mumbai,Main,9.98
I002280,P02927,B01167,5,118,2023-09-05,2025-01-02,Mumbai,Transit,1.49
I002281,P09111,B00642,980,148,2023-07-13,2024-09-07,Kolkata,Transit,4.47
I002282,P08606,B04864,897,54,2023-04-04,2026-02-10,Chennai,Transit,0.9
I002283,P04936,B03704,592,100,2023-11-13,2025-09-30,Hyderabad,Secondary,7.81
I002284,P07463,B04305,70,91,2023-06-08,2024-12-06,Delhi,Secondary,4.39
I002285,P05579,B01294,203,126,2023-02-10,2025-04-18,Ahmedabad,Main,4.98
I002286,P08822,B00638,105,73,2023-03-06,2025-06-08,Mumbai,Transit,2.85
I002287,P04640,B04478,798,128,2023-06-04,2025-06-12,Delhi,Secondary,8.5
I002288,P06424,B00252,438,159,2023-02-07,2025-06-16,Mumbai,Main,4.68
I002289,P00492,B04189,380,166,2023-12-10,2025-07-20,Chennai,Main,6.97
I002290,P08131,B03600,829,126,2023-07-29,2026-07-08,Ahmedabad,Transit,8.68
I002291,P01855,B01931,359,153,2023-06-05,2025-11-24,Mumbai,Secondary,5.14
I002292,P03104,B02256,535,76,2023-02-21,2025-12-26,Pune,Main,1.2
I002293,P05787,B00119,276,138,2023-05-16,2025-11-07,Pune,Secondary,1.39
I002294,P01200,B00839,317,194,2023-04-26,2026-01-26,Kolkata,Main,0.58
I002295,P00651,B00516,229,76,2023-01-23,2025-06-06,Pune,Main,9.96
I002296,P02291,B03039,475,108,2023-04-07,2024-08-12,Hyderabad,Transit,1.62
I002297,P03177,B01633,424,128,2023-02-10,2026-02-03,Ahmedabad,Transit,8.9
I002298,P05711,B04258,112,134,2023-10-19,2025-10-31,Kolkata,Secondary,7.84
I002299,P08376,B03043,242,102,2023-03-18,2024-05-08,Mumbai,Main,4.93
I002300,P08621,B00347,809,128,2023-09-02,2024-10-29,Hyderabad,Main,6.35
I002301,P06129,B04448,159,178,2023-02-17,2025-05-19,Chennai,Secondary,8.07
I002302,P04399,B02773,472,52,2023-10-17,2026-08-13,Bangalore,Main,2.92
I002303,P08001,B04503,743,59,2023-06-04,2024-11-30,Bangalore,Secondary,0.57
I002304,P02364,B03021,996,179,2023-01-10,2025-11-15,Ahmedabad,Transit,3.45
I002305,P09780,B00045,969,137,2023-06-09,2025-11-11,Bangalore,Main,8.18
I002306,P06104,B01796,911,198,2023-04-19,2025-03-07,Ahmedabad,Secondary,5.81
I002307,P08700,B04485,275,88,2023-05-31,2025-11-16,Bangalore,Transit,3.57
I002308,P06599,B01944,556,75,2023-12-18,2026-04-18,Mumbai,Transit,5.22
I002309,P00758,B04404,36,131,2023-07-27,2025-03-30,Kolkata,Secondary,4.39
I002310,P07628,B00952,614,147,2023-01-22,2025-07-14,Hyderabad,Main,8.53
I002311,P08656,B03535,372,156,2023-02-23,2025-07-12,Delhi,Transit,1.03
I002312,P03758,B03555,648,100,2023-08-13,2025-06-11,Chennai,Secondary,1.15
I002313,P00830,B03158,303,125,2023-10-22,2024-11-15,Kolkata,Transit,3.36
I002314,P08958,B01337,726,134,2023-01-06,2024-09-18,Pune,Main,8.95
I002315,P08712,B00018,789,111,2023-05-10,2024-08-19,Mumbai,Main,5.83
I002316,P04239,B02856,484,127,2023-03-19,2025-04-11,Hyderabad,Main,4.1
I002317,P01713,B00206,285,96,2023-04-29,2025-11-20,Hyderabad,Main,5.32
I002318,P01039,B03521,363,181,2023-02-01,2025-10-29,Chennai,Transit,2.87
I002319,P03819,B02250,765,130,2023-04-09,2024-09-12,Bangalore,Secondary,5.27
I002320,P02836,B01458,577,60,2023-08-20,2025-12-19,Kolkata,Transit,7.14
I002321,P09545,B02777,891,64,2023-10-30,2024-12-01,Bangalore,Transit,7.3
I002322,P07541,B02546,734,61,2023-04-13,2025-06-17,Pune,Main,1.44
I002323,P00962,B02051,24,172,2023-04-10,2025-04-22,Hyderabad,Secondary,9.03
I002324,P02100,B04550,140,149,2023-01-26,2025-04-03,Pune,Main,4.23
I002325,P07585,B02375,599,67,2023-11-28,2026-05-17,Hyderabad,Main,5.91
I002326,P05067,B03186,485,54,2023-04-26,2026-01-12,Mumbai,Transit,2.44
I002327,P01796,B01028,253,67,2023-01-31,2024-12-21,Mumbai,Main,7.59
I002328,P08271,B01496,699,150,2023-07-21,2025-04-05,Mumbai,Secondary,5.12
I002329,P05043,B04019,620,169,2023-09-21,2025-03-26,Delhi,Transit,6.63
I002330,P00001,B01934,35,111,2023-07-19,2024-11-17,Mumbai,Transit,6.69
I002331,P02894,B02437,716,52,2023-03-03,2025-04-30,Hyderabad,Transit,8.42
I002332,P03779,B03774,622,161,2023-04-03,2025-01-29,Kolkata,Main,4.12
I002333,P02298,B02556,763,157,2023-08-19,2025-06-26,Pune,Main,4.78
I002334,P02339,B04808,995,92,2023-09-22,2026-07-04,Ahmedabad,Secondary,5.19
I002335,P00565,B02368,846,71,2023-04-16,2026-01-16,Bangalore,Transit,7.76
I002336,P09365,B02962,955,118,2023-04-28,2025-01-14,Pune,Main,7.81
I002337,P09610,B02708,287,119,2023-09-10,2024-12-03,Delhi,Transit,0.84
I002338,P07953,B03150,597,104,2023-01-11,2024-02-03,Pune,Main,2.4
I002339,P02817,B01807,966,92,2023-10-13,2025-12-19,Hyderabad,Secondary,3.3
I002340,P06981,B00804,504,93,2023-12-26,2026-03-30,Ahmedabad,Main,7.26
I002341,P09222,B03959,177,98,2023-10-14,2025-01-06,Kolkata,Secondary,2.91
I002342,P05790,B04973,709,65,2023-04-08,2025-06-09,Ahmedabad,Transit,9.72
I002343,P07434,B00863,121,94,2023-07-21,2025-07-12,Pune,Secondary,0.81
I002344,P02419,B03962,170,113,2023-02-15,2024-07-02,Ahmedabad,Secondary,7.31
I002345,P07956,B01776,538,128,2023-03-20,2025-07-28,Bangalore,Main,3.12
I002346,P06265,B03380,351,166,2023-07-28,2026-03-06,Kolkata,Secondary,6.29
I002347,P09035,B03442,981,77,2023-03-31,2025-02-07,Ahmedabad,Secondary,5.99
I002348,P06422,B00933,6,126,2023-02-03,2025-01-04,Kolkata,Secondary,8.68
I002349,P06110,B01848,722,153,2023-11-16,2026-08-03,Bangalore,Main,9.6
I002350,P05116,B00863,963,104,2023-03-20,2024-08-25,Pune,Main,3.49
I002351,P02626,B04446,434,131,2023-03-31,2025-04-27,Delhi,Transit,8.3
I002352,P04792,B01153,541,141,2023-07-04,2026-02-11,Ahmedabad,Transit,6.49
I002353,P08042,B03062,119,132,2023-08-01,2026-02-10,Mumbai,Secondary,8.72
I002354,P02373,B03412,175,196,2023-09-14,2025-09-23,Delhi,Transit,4.84
I002355,P06172,B00348,483,110,2023-08-20,2025-06-03,Hyderabad,Secondary,0.47
I002356,P02237,B01673,60,127,2023-11-01,2025-06-20,Ahmedabad,Secondary,8.27
I002357,P09280,B00882,925,69,2023-10-09,2025-01-29,Ahmedabad,Main,1.42
I002358,P07114,B04856,131,121,2023-03-01,2024-12-09,Hyderabad,Main,4.11
I002359,P03621,B04174,120,84,2023-08-14,2025-08-14,Delhi,Secondary,7.01
I002360,P01059,B03217,80,192,2023-09-29,2024-11-07,Mumbai,Secondary,0.86
I002361,P02334,B00232,632,50,2023-09-19,2024-10-19,Pune,Secondary,8.16
I002362,P06362,B02721,868,131,2023-03-23,2025-07-08,Chennai,Main,2.0
I002363,P02397,B00648,693,200,2023-06-01,2025-08-23,Bangalore,Transit,8.27
I002364,P04737,B00183,156,193,2023-12-04,2025-09-17,Pune,Secondary,9.19
I002365,P06300,B03138,787,150,2023-12-15,2025-11-10,Pune,Transit,9.14
I002366,P00722,B02105,87,167,2023-03-27,2025-02-26,Mumbai,Main,3.28
I002367,P04107,B03287,143,132,2023-10-24,2025-03-16,Chennai,Main,7.52
I002368,P08636,B00077,761,133,2023-08-10,2025-10-05,Pune,Secondary,8.93
I002369,P00458,B00359,774,179,2023-12-07,2026-07-31,Chennai,Main,0.58
I002370,P05485,B03748,957,83,2023-08-13,2024-12-07,Ahmedabad,Transit,8.6
I002371,P04063,B04822,424,53,2023-08-30,2025-08-11,Delhi,Main,1.55
I002372,P00534,B00300,205,190,2023-03-15,2025-07-23,Bangalore,Main,1.79
I002373,P00548,B03818,360,170,2023-12-23,2026-08-02,Mumbai,Secondary,2.26
I002374,P05697,B04025,293,109,2023-07-10,2025-07-15,Ahmedabad,Main,8.1
I002375,P00809,B03962,432,92,2023-10-14,2026-09-11,Delhi,Transit,2.06
I002376,P09805,B00480,587,68,2023-10-03,2025-02-11,Kolkata,Transit,1.68
I002377,P08408,B03404,780,165,2023-02-10,2025-01-26,Pune,Secondary,3.07
I002378,P04732,B00735,635,159,2023-09-20,2025-10-08,Chennai,Secondary,9.53
I002379,P01722,B00643,267,101,2023-06-21,2025-08-22,Mumbai,Secondary,4.91
I002380,P08027,B04798,46,164,2023-10-07,2026-01-11,Ahmedabad,Transit,5.96
I002381,P06207,B04816,902,144,2023-07-12,2024-10-11,Mumbai,Transit,3.72
I002382,P04755,B01393,90,186,2023-02-25,2024-04-27,Delhi,Secondary,7.57
I002383,P06554,B02323,510,113,2023-07-05,2026-02-05,Bangalore,Secondary,6.96
I002384,P05017,B00270,912,82,2023-03-31,2024-11-05,Kolkata,Main,5.41
I002385,P04221,B02984,461,78,2023-12-25,2026-02-01,Ahmedabad,Transit,9.85
I002386,P06766,B03377,212,185,2023-06-28,2026-05-10,Kolkata,Transit,1.82
I002387,P02790,B00581,147,147,2023-03-05,2025-11-25,Ahmedabad,Main,1.17
I002388,P07833,B01500,765,166,2023-10-16,2025-05-06,Ahmedabad,Secondary,8.42
I002389,P07786,B00696,758,129,2023-04-08,2025-04-27,Chennai,Secondary,7.77
I002390,P04568,B02123,249,93,2023-11-12,2024-11-23,Bangalore,Transit,3.56
I002391,P02382,B03261,162,181,2023-09-15,2026-04-13,Chennai,Transit,2.89
I002392,P02147,B04337,56,136,2023-01-24,2024-07-23,Hyderabad,Transit,5.68
I002393,P04823,B02849,132,83,2023-11-23,2026-03-02,Bangalore,Secondary,9.57
I002394,P06797,B02790,368,84,2023-08-22,2026-08-14,Chennai,Secondary,5.95
I002395,P02467,B04441,106,184,2023-12-15,2025-06-10,Pune,Main,3.44
I002396,P08853,B01036,614,82,2023-04-29,2025-08-09,Pune,Main,9.11
I002397,P02921,B03057,168,89,2023-09-23,2026-02-04,Hyderabad,Main,4.41
I002398,P08891,B02464,412,63,2023-04-18,2025-06-09,Hyderabad,Transit,9.77
I002399,P03135,B03927,368,83,2023-10-03,2026-08-06,Kolkata,Secondary,1.1
I002400,P04455,B00841,6,199,2023-08-22,2025-11-20,Ahmedabad,Transit,5.65
I002401,P02692,B01336,274,123,2023-08-16,2025-06-03,Kolkata,Transit,6.2
I002402,P05210,B02807,291,152,2023-01-31,2024-04-24,Hyderabad,Transit,0.96
I002403,P07336,B02619,7,57,2023-01-01,2024-05-10,Bangalore,Main,4.75
I002404,P08590,B02387,695,102,2023-08-18,2025-05-17,Mumbai,Secondary,4.46
I002405,P04873,B03937,200,166,2023-02-07,2024-09-29,Bangalore,Transit,1.8
I002406,P09829,B01313,634,82,2023-10-06,2026-05-28,Delhi,Main,4.82
I002407,P05632,B00723,984,184,2023-04-30,2025-05-06,Pune,Main,5.84
I002408,P05297,B02442,908,141,2023-07-30,2024-08-17,Mumbai,Main,6.63
I002409,P07432,B01398,5,159,2023-07-25,2026-05-12,Bangalore,Main,6.09
I002410,P05667,B04465,743,185,2023-03-24,2024-08-13,Ahmedabad,Secondary,5.45
I002411,P09784,B03791,614,123,2023-08-11,2024-10-11,Delhi,Secondary,4.51
I002412,P05675,B02970,273,189,2023-07-23,2026-02-25,Pune,Secondary,6.44
I002413,P01685,B01605,25,61,2023-01-14,2024-08-09,Delhi,Secondary,8.91
I002414,P04395,B00606,508,51,2023-07-25,2025-05-10,Ahmedabad,Transit,6.85
I002415,P02550,B04783,894,98,2023-01-11,2024-12-02,Mumbai,Main,9.0
I002416,P09121,B01056,379,93,2023-09-28,2025-11-07,Hyderabad,Transit,4.41
I002417,P08390,B00085,37,90,2023-05-19,2024-12-18,Pune,Secondary,7.11
I002418,P04479,B02618,90,83,2023-06-19,2025-02-19,Bangalore,Transit,7.58
I002419,P01143,B02618,743,117,2023-05-28,2025-09-24,Ahmedabad,Main,8.01
I002420,P03563,B02247,787,138,2023-11-05,2025-09-09,Mumbai,Secondary,4.45
I002421,P09922,B02536,646,194,2023-09-29,2024-10-02,Ahmedabad,Secondary,4.06
I002422,P06755,B00448,928,60,2023-06-04,2025-09-14,Mumbai,Secondary,2.74
I002423,P07616,B01223,938,120,2023-04-13,2024-10-15,Pune,Secondary,2.72
I002424,P02547,B02514,408,89,2023-06-15,2025-09-19,Delhi,Transit,2.82
I002425,P04120,B03750,995,63,2023-12-25,2026-12-04,Chennai,Transit,1.41
I002426,P09611,B02034,661,87,2023-05-20,2025-01-18,Delhi,Transit,3.47
I002427,P06658,B01063,273,165,2023-07-31,2025-05-28,Bangalore,Main,1.24
I002428,P06917,B03757,219,86,2023-11-10,2026-02-10,Ahmedabad,Transit,2.46
I002429,P04995,B01526,100,57,2023-08-01,2026-02-11,Ahmedabad,Secondary,5.26
I002430,P02099,B02781,735,79,2023-01-18,2024-06-27,Chennai,Main,3.75
I002431,P02632,B04753,698,94,2023-04-27,2025-12-12,Chennai,Secondary,8.53
I002432,P09376,B01792,859,66,2023-12-29,2025-10-30,Delhi,Main,2.91
I002433,P09722,B00920,337,175,2023-10-18,2025-05-15,Mumbai,Transit,4.99
I002434,P07441,B03664,677,122,2023-01-10,2025-12-04,Chennai,Transit,1.1
I002435,P08575,B03788,180,134,2023-12-19,2026-08-11,Bangalore,Transit,0.65
I002436,P09741,B00333,798,184,2023-02-05,2025-05-12,Kolkata,Transit,1.44
I002437,P07428,B00542,958,152,2023-04-10,2025-04-06,Bangalore,Transit,4.64
I002438,P05765,B03192,810,67,2023-01-24,2024-06-14,Mumbai,Secondary,7.37
I002439,P03052,B02716,740,126,2023-01-08,2025-04-23,Bangalore,Transit,2.35
I002440,P09605,B03930,581,79,2023-04-17,2024-10-10,Mumbai,Transit,6.63
I002441,P06400,B01483,657,50,2023-10-12,2025-05-17,Delhi,Secondary,1.54
I002442,P06567,B01949,26,194,2023-03-13,2024-03-24,Kolkata,Secondary,5.89
I002443,P03017,B01278,813,122,2023-01-13,2024-12-10,Ahmedabad,Transit,2.35
I002444,P02806,B01971,349,125,2023-10-04,2026-03-21,Ahmedabad,Transit,2.49
I002445,P01371,B02931,291,170,2023-03-11,2024-12-21,Kolkata,Transit,9.46
I002446,P04098,B01401,886,149,2023-07-02,2024-08-03,Kolkata,Secondary,1.27
I002447,P05481,B03324,290,185,2023-08-05,2024-11-08,Ahmedabad,Secondary,0.89
I002448,P04818,B02189,900,120,2023-08-13,2025-09-28,Mumbai,Transit,3.23
I002449,P03201,B01637,29,80,2023-02-04,2024-04-28,Ahmedabad,Secondary,4.78
I002450,P00004,B02539,338,174,2023-08-14,2026-06-07,Delhi,Secondary,3.52
I002451,P08261,B01185,211,96,2023-10-21,2025-09-09,Mumbai,Secondary,8.81
I002452,P03473,B00444,758,198,2023-09-11,2025-12-18,Mumbai,Transit,6.66
I002453,P04905,B00995,592,50,2023-10-20,2025-04-18,Ahmedabad,Transit,1.05
I002454,P04360,B02229,578,125,2023-04-12,2025-11-20,Chennai,Transit,7.82
I002455,P02307,B02465,587,143,2023-06-15,2025-07-27,Mumbai,Secondary,2.49
I002456,P02879,B02058,101,117,2023-07-10,2025-02-13,Bangalore,Main,8.99
I002457,P08350,B04313,446,98,2023-10-07,2025-12-18,Kolkata,Transit,1.78
I002458,P06949,B01349,342,170,2023-11-03,2025-08-19,Delhi,Main,3.54
I002459,P04132,B04898,584,85,2023-09-26,2025-11-27,Ahmedabad,Transit,1.01
I002460,P02202,B01220,964,184,2023-07-31,2024-08-30,Mumbai,Secondary,4.67
I002461,P06578,B04095,326,151,2023-02-28,2025-02-08,Delhi,Transit,8.59
I002462,P00256,B02033,642,114,2023-04-26,2025-08-09,Hyderabad,Transit,2.67
I002463,P08066,B03076,919,122,2023-11-29,2025-01-30,Kolkata,Secondary,4.48
I002464,P05871,B00870,768,151,2023-04-01,2025-11-11,Bangalore,Main,4.2
I002465,P04556,B03040,999,155,2023-01-10,2025-05-12,Ahmedabad,Main,0.74
I002466,P05422,B02093,222,108,2023-08-18,2026-04-09,Mumbai,Main,3.86
I002467,P02597,B04127,137,145,2023-04-29,2024-11-07,Mumbai,Transit,2.11
I002468,P08718,B03357,982,92,2023-07-21,2025-05-13,Bangalore,Transit,7.09
I002469,P01257,B04228,941,61,2023-02-01,2025-05-30,Hyderabad,Transit,9.51
I002470,P06489,B03143,266,140,2023-02-04,2024-04-04,Bangalore,Secondary,2.3
I002471,P04208,B00759,702,199,2023-10-19,2024-10-19,Pune,Transit,9.94
I002472,P04534,B04966,203,90,2023-10-05,2026-07-25,Bangalore,Transit,0.46
I002473,P01036,B02022,382,147,2023-07-27,2026-05-19,Pune,Main,2.55
I002474,P07106,B03359,538,112,2023-08-13,2024-08-13,Delhi,Transit,8.67
I002475,P04385,B02052,919,175,2023-03-05,2024-09-23,Delhi,Main,6.18
I002476,P02942,B01206,751,56,2023-08-28,2025-05-02,Bangalore,Secondary,1.9
I002477,P06511,B03223,372,65,2023-11-01,2025-06-19,Pune,Secondary,8.89
I002478,P09960,B01832,551,88,2023-11-26,2025-05-18,Ahmedabad,Main,5.7
